Shipment ID,Order ID,Sender ID,Receiver ID,Sender Location,Receiver Location,Courier Service,Delivery Hub,Shipment Weight (kg),Distance (km),Estimated Delivery (days),Actual Delivery (days),Shipment Status,Current Location,Shipping Cost,Payment Status,Tracking Number,Customer Rating,Review Comments
SHIP278171,ORD832930,SND1012,RCV2859,Delhi,Kolkata,DHL,Mumbai Hub,8.31,1498.7,2,4,Out for Delivery,Kolkata,596.12,Failed,TRK935348,,
SHIP580550,ORD957428,SND3387,RCV4949,Mumbai,Delhi,India Post,Mumbai Hub,7.18,1451.94,3,4,Delayed,Ahmedabad,1087.48,Failed,TRK239819,,
SHIP716072,ORD514710,SND1751,RCV1239,Chennai,Delhi,DTDC,Chennai Hub,5.59,652.48,10,13,Out for Delivery,Bangalore,827.81,Failed,TRK991388,,
SHIP712289,ORD332218,SND2280,RCV1836,Chennai,Hyderabad,Amazon Logistics,Kolkata Hub,10.23,1201.51,10,9,Delayed,Bangalore,578.86,Failed,TRK754279,,
SHIP139775,ORD829050,SND7163,RCV5894,Kolkata,Chennai,DTDC,Kolkata Hub,14.11,1966.93,8,6,Delayed,Hyderabad,802.89,Paid,TRK593531,,
SHIP939998,ORD952125,SND7277,RCV2967,Delhi,Mumbai,India Post,Hyderabad Hub,8.61,164.99,4,2,Lost,Chennai,1915.33,Failed,TRK429416,,
SHIP547520,ORD807736,SND4279,RCV5305,Pune,Kolkata,DHL,Mumbai Hub,7.92,1784.97,6,6,Returned,Ahmedabad,1018.84,Paid,TRK422493,,
SHIP240723,ORD913619,SND7243,RCV4532,Bangalore,Delhi,DHL,Hyderabad Hub,16.08,971.38,7,8,Returned,Bangalore,735.99,Pending,TRK120444,,
SHIP243667,ORD921486,SND8893,RCV8602,Ahmedabad,Mumbai,DHL,Mumbai Hub,17.77,252.19,10,8,In Transit,Delhi,1984.25,Failed,TRK517211,,
SHIP552512,ORD278907,SND4647,RCV3162,Ahmedabad,Hyderabad,DTDC,Delhi Hub,11.72,550.95,6,7,Returned,Kolkata,942.38,Paid,TRK520297,,
SHIP699468,ORD944422,SND9635,RCV4088,Pune,Hyderabad,Amazon Logistics,Hyderabad Hub,11.98,1004.81,1,4,Lost,Mumbai,1480.3,Pending,TRK173382,,
SHIP566453,ORD479520,SND4585,RCV1998,Mumbai,Mumbai,DTDC,Bangalore Hub,16.24,1869.75,2,5,Out for Delivery,Kolkata,1615.31,Failed,TRK626861,,
SHIP561870,ORD695562,SND3825,RCV9058,Mumbai,Chennai,DTDC,Mumbai Hub,14.73,7.19,6,8,In Transit,Bangalore,1017,Paid,TRK156659,,
SHIP731460,ORD172673,SND9720,RCV3447,Mumbai,Pune,Blue Dart,Hyderabad Hub,6.24,1146.55,2,5,Delayed,Chennai,780.95,Pending,TRK978008,,
SHIP967629,ORD946841,SND5482,RCV9534,Mumbai,Bangalore,UPS,Chennai Hub,16.85,371.14,5,3,Returned,Ahmedabad,1135.82,Pending,TRK828449,,
SHIP854522,ORD644455,SND2344,RCV5148,Mumbai,Ahmedabad,India Post,Kolkata Hub,0.65,1883.19,9,12,Lost,Chennai,658.95,Paid,TRK660631,,
SHIP768213,ORD243487,SND5058,RCV6799,Hyderabad,Chennai,Amazon Logistics,Kolkata Hub,7.6,1103.15,6,7,Delivered,Chennai,651.54,Paid,TRK258908,2,
SHIP460279,ORD392227,SND4680,RCV2815,Chennai,Pune,Amazon Logistics,Bangalore Hub,10.83,25.96,3,6,Returned,Mumbai,890.68,Failed,TRK394435,,
SHIP988565,ORD828915,SND7616,RCV8437,Pune,Hyderabad,FedEx,Kolkata Hub,19.22,438.11,2,4,Delayed,Mumbai,1043.02,Pending,TRK207770,,
SHIP326752,ORD322284,SND7676,RCV7349,Ahmedabad,Kolkata,FedEx,Hyderabad Hub,15.06,1452.05,3,2,Delayed,Pune,1176.78,Paid,TRK103953,,
SHIP180481,ORD314600,SND4526,RCV2652,Hyderabad,Ahmedabad,Blue Dart,Chennai Hub,0.67,202.31,3,1,Out for Delivery,Chennai,1542.18,Paid,TRK246747,,
SHIP186660,ORD381111,SND1671,RCV6441,Kolkata,Delhi,FedEx,Bangalore Hub,5.56,820.27,3,1,Returned,Mumbai,293.46,Failed,TRK609934,,
SHIP675258,ORD365248,SND9044,RCV7839,Delhi,Ahmedabad,India Post,Mumbai Hub,7.16,1822.62,7,9,Out for Delivery,Pune,790.72,Failed,TRK275834,,
SHIP399012,ORD233993,SND5826,RCV1224,Ahmedabad,Kolkata,Amazon Logistics,Kolkata Hub,8.65,1873.15,9,11,Lost,Pune,374.57,Paid,TRK774360,,
SHIP991947,ORD299144,SND1661,RCV3213,Delhi,Delhi,India Post,Mumbai Hub,4.49,1182.28,2,3,Returned,Mumbai,1342.64,Pending,TRK340289,,
SHIP232227,ORD972274,SND4516,RCV1067,Pune,Chennai,Blue Dart,Hyderabad Hub,15.34,668.35,10,13,Delayed,Pune,416.09,Failed,TRK907462,,
SHIP725327,ORD710524,SND1116,RCV3935,Kolkata,Delhi,India Post,Hyderabad Hub,15.76,1441.99,2,2,Lost,Chennai,1235.36,Pending,TRK743002,,
SHIP806017,ORD465548,SND1284,RCV4350,Hyderabad,Chennai,Amazon Logistics,Hyderabad Hub,2.75,950.55,9,10,In Transit,Pune,1029.17,Pending,TRK726804,,
SHIP152751,ORD708232,SND7351,RCV1138,Pune,Ahmedabad,UPS,Mumbai Hub,1.32,29.46,1,3,Lost,Ahmedabad,1078.86,Failed,TRK924492,,
SHIP407202,ORD894965,SND8729,RCV2034,Delhi,Bangalore,DTDC,Kolkata Hub,17.7,1071.15,1,1,Out for Delivery,Mumbai,197.07,Failed,TRK116115,,
SHIP191874,ORD590863,SND7235,RCV7880,Hyderabad,Chennai,India Post,Chennai Hub,18.51,1353.43,1,1,Returned,Ahmedabad,1732.2,Paid,TRK213428,,
SHIP708360,ORD399713,SND4095,RCV2866,Mumbai,Ahmedabad,DTDC,Chennai Hub,10.9,1336.62,4,7,Delivered,Ahmedabad,331.69,Pending,TRK903461,3.5,Great experience
SHIP241588,ORD831314,SND4854,RCV9199,Hyderabad,Bangalore,Amazon Logistics,Mumbai Hub,15.64,1075.36,7,6,Delayed,Hyderabad,954.43,Paid,TRK104763,,
SHIP924278,ORD431291,SND3204,RCV8124,Delhi,Kolkata,Blue Dart,Kolkata Hub,6.35,1239.08,3,4,Lost,Kolkata,1855.26,Paid,TRK243619,,
SHIP471587,ORD910019,SND5507,RCV6069,Delhi,Ahmedabad,Blue Dart,Hyderabad Hub,15.16,213.83,4,3,Delivered,Ahmedabad,415.13,Paid,TRK637706,1.1,Late delivery
SHIP521216,ORD719745,SND9156,RCV8589,Ahmedabad,Kolkata,UPS,Mumbai Hub,11.81,1926.09,3,6,In Transit,Kolkata,1394.66,Paid,TRK854540,,
SHIP202576,ORD439588,SND6608,RCV9717,Bangalore,Pune,India Post,Delhi Hub,5.32,1188.36,8,7,Returned,Kolkata,742.96,Failed,TRK141124,,
SHIP448272,ORD578525,SND2597,RCV8128,Bangalore,Bangalore,UPS,Chennai Hub,2.24,1973.99,2,2,Delayed,Kolkata,1451.17,Failed,TRK532215,,
SHIP877436,ORD117360,SND3317,RCV4514,Pune,Mumbai,Blue Dart,Chennai Hub,14.7,1085.24,1,4,Delayed,Delhi,232.46,Pending,TRK565411,,
SHIP662630,ORD524764,SND5690,RCV5929,Delhi,Pune,DHL,Chennai Hub,9.33,497.08,5,7,In Transit,Kolkata,1024.47,Paid,TRK397888,,
SHIP604557,ORD431155,SND7375,RCV4381,Delhi,Ahmedabad,DHL,Hyderabad Hub,19.82,1870.97,8,8,Returned,Bangalore,1889.76,Failed,TRK876743,,
SHIP324748,ORD107074,SND2102,RCV7008,Ahmedabad,Mumbai,Amazon Logistics,Hyderabad Hub,11.18,1955.23,9,9,Out for Delivery,Delhi,1734.19,Failed,TRK543119,,
SHIP903803,ORD755045,SND8185,RCV2597,Delhi,Ahmedabad,DHL,Delhi Hub,4.55,1998.4,5,7,Delivered,Ahmedabad,1332.07,Paid,TRK935129,3.7,On-time service
SHIP746382,ORD319009,SND3935,RCV3473,Chennai,Pune,DTDC,Hyderabad Hub,3.93,907.17,10,8,Lost,Mumbai,382.46,Paid,TRK607307,,
SHIP182070,ORD987987,SND3750,RCV4838,Kolkata,Delhi,FedEx,Hyderabad Hub,12.68,1043.29,4,4,Delivered,Delhi,995.44,Pending,TRK590938,1.8,Package damaged
SHIP778466,ORD483168,SND6866,RCV9278,Chennai,Kolkata,DTDC,Mumbai Hub,2.95,1791.91,8,9,Delayed,Bangalore,786.72,Failed,TRK217128,,
SHIP507477,ORD849724,SND8929,RCV1301,Ahmedabad,Chennai,Amazon Logistics,Delhi Hub,3.81,685.1,3,1,Out for Delivery,Chennai,1548.38,Failed,TRK854290,,
SHIP464578,ORD137684,SND2499,RCV5855,Kolkata,Kolkata,DTDC,Hyderabad Hub,15.2,1505.87,1,4,In Transit,Kolkata,624.59,Pending,TRK295629,,
SHIP414387,ORD416050,SND2466,RCV8579,Delhi,Pune,UPS,Hyderabad Hub,11.29,529.61,8,10,In Transit,Ahmedabad,1144.01,Failed,TRK702168,,
SHIP235252,ORD796348,SND3095,RCV7086,Kolkata,Kolkata,Amazon Logistics,Delhi Hub,12.9,841.06,1,-1,Returned,Mumbai,1286.92,Pending,TRK753072,,
SHIP532435,ORD304396,SND7927,RCV9619,Hyderabad,Chennai,Blue Dart,Chennai Hub,6.29,163.99,2,4,Delivered,Chennai,1342.79,Failed,TRK867597,1.7,Great experience
SHIP288403,ORD893143,SND9461,RCV3837,Bangalore,Pune,Blue Dart,Kolkata Hub,12.54,1369.6,10,12,Delayed,Hyderabad,401.4,Failed,TRK845134,,
SHIP298224,ORD954054,SND3544,RCV7738,Delhi,Bangalore,FedEx,Chennai Hub,10.74,663.75,6,8,Out for Delivery,Kolkata,301.49,Paid,TRK515664,,
SHIP231023,ORD837936,SND4561,RCV9255,Kolkata,Delhi,India Post,Hyderabad Hub,6.72,1882.27,1,1,In Transit,Delhi,1559.57,Failed,TRK330633,,
SHIP239665,ORD704920,SND7294,RCV3117,Kolkata,Bangalore,UPS,Bangalore Hub,10.58,1865.52,2,1,Delivered,Bangalore,1236.49,Pending,TRK959451,2.4,Fast delivery!
SHIP136706,ORD166581,SND4572,RCV4440,Chennai,Ahmedabad,FedEx,Kolkata Hub,18.67,516.31,7,9,Delivered,Ahmedabad,589.65,Failed,TRK375214,1.7,Great experience
SHIP485345,ORD726788,SND6524,RCV1512,Hyderabad,Hyderabad,India Post,Delhi Hub,16.2,1056.84,3,2,Lost,Ahmedabad,913.1,Pending,TRK244088,,
SHIP125024,ORD128491,SND4364,RCV2443,Mumbai,Bangalore,Amazon Logistics,Kolkata Hub,4.52,1432.99,10,13,In Transit,Kolkata,1768.21,Failed,TRK263074,,
SHIP791953,ORD569184,SND8659,RCV2901,Delhi,Chennai,Amazon Logistics,Mumbai Hub,8.07,1137.32,3,1,In Transit,Mumbai,1088.2,Failed,TRK547111,,
SHIP276544,ORD721391,SND7220,RCV8367,Kolkata,Pune,FedEx,Mumbai Hub,4.68,1723.75,8,10,Out for Delivery,Bangalore,118.05,Pending,TRK373792,,
SHIP764410,ORD127212,SND4951,RCV1038,Mumbai,Chennai,DHL,Chennai Hub,14.19,303.12,1,3,Delivered,Chennai,326.05,Failed,TRK944931,4.2,
SHIP604298,ORD463192,SND2727,RCV9468,Mumbai,Mumbai,UPS,Hyderabad Hub,16.3,672.53,8,11,Delivered,Mumbai,1808.77,Pending,TRK706585,3.7,Package damaged
SHIP117056,ORD467437,SND4218,RCV7396,Ahmedabad,Bangalore,DTDC,Delhi Hub,17.06,956.86,1,-1,Returned,Chennai,530.13,Failed,TRK969229,,
SHIP974167,ORD275354,SND2676,RCV9460,Chennai,Delhi,Blue Dart,Chennai Hub,5.95,1145.06,10,9,In Transit,Hyderabad,535.67,Pending,TRK555941,,
SHIP428933,ORD878069,SND2083,RCV6881,Delhi,Bangalore,DHL,Kolkata Hub,10.63,630.85,10,13,Delivered,Bangalore,704.71,Failed,TRK529778,1.8,
SHIP928401,ORD291587,SND8514,RCV8346,Kolkata,Mumbai,DTDC,Chennai Hub,14.44,209.24,9,10,Delayed,Chennai,1079.1,Pending,TRK585029,,
SHIP715079,ORD605237,SND1121,RCV8256,Pune,Delhi,Amazon Logistics,Bangalore Hub,10.96,404.84,10,10,Delayed,Chennai,582.93,Paid,TRK369499,,
SHIP255439,ORD698602,SND4451,RCV1384,Chennai,Pune,UPS,Chennai Hub,15.99,1953.69,9,11,Returned,Pune,1733.89,Failed,TRK140266,,
SHIP475917,ORD346590,SND5225,RCV8494,Kolkata,Hyderabad,FedEx,Hyderabad Hub,5.76,432.51,7,8,Lost,Pune,175.47,Failed,TRK370609,,
SHIP328338,ORD257607,SND7189,RCV7496,Hyderabad,Bangalore,Amazon Logistics,Kolkata Hub,16.74,1265.53,10,10,Out for Delivery,Mumbai,905.53,Pending,TRK109307,,
SHIP837154,ORD181083,SND1158,RCV5087,Hyderabad,Delhi,DHL,Delhi Hub,14.98,86.73,9,9,Delayed,Delhi,1304.81,Pending,TRK855401,,
SHIP410750,ORD978952,SND2033,RCV8049,Hyderabad,Mumbai,Amazon Logistics,Bangalore Hub,7.1,1174.44,2,4,Lost,Delhi,1973.45,Failed,TRK612581,,
SHIP389137,ORD326623,SND6658,RCV8462,Chennai,Kolkata,UPS,Hyderabad Hub,11.71,1054.66,10,8,Out for Delivery,Chennai,908.95,Paid,TRK736613,,
SHIP580002,ORD137822,SND3439,RCV1820,Delhi,Ahmedabad,Blue Dart,Kolkata Hub,4.06,902.85,3,3,Delayed,Bangalore,1179.54,Paid,TRK378243,,
SHIP601207,ORD142783,SND2112,RCV2168,Chennai,Delhi,DHL,Hyderabad Hub,9.75,1891.03,5,6,In Transit,Delhi,1376.43,Failed,TRK150435,,
SHIP522980,ORD776011,SND2430,RCV1925,Chennai,Mumbai,Blue Dart,Chennai Hub,17.82,276.49,3,6,Out for Delivery,Delhi,1967.13,Pending,TRK563017,,
SHIP931909,ORD422163,SND2181,RCV3205,Delhi,Ahmedabad,India Post,Delhi Hub,3.85,1987.53,9,8,Delayed,Pune,1669.77,Paid,TRK236163,,
SHIP330261,ORD470169,SND2826,RCV8563,Pune,Ahmedabad,FedEx,Kolkata Hub,11.83,1684.18,3,1,Lost,Kolkata,1581.83,Paid,TRK853696,,
SHIP820296,ORD960582,SND7593,RCV6596,Bangalore,Pune,DHL,Mumbai Hub,17.89,1144.34,6,7,Lost,Chennai,647.38,Failed,TRK730014,,
SHIP326567,ORD766478,SND1770,RCV1460,Bangalore,Mumbai,Blue Dart,Mumbai Hub,11.06,1833.02,6,4,Out for Delivery,Bangalore,950.83,Paid,TRK705535,,
SHIP811623,ORD564439,SND4177,RCV9669,Kolkata,Ahmedabad,FedEx,Hyderabad Hub,16.45,730.34,8,9,Delivered,Ahmedabad,301.33,Pending,TRK560284,4.8,Package damaged
SHIP910008,ORD963293,SND4028,RCV1291,Kolkata,Hyderabad,DHL,Mumbai Hub,16.06,1481.84,1,0,In Transit,Delhi,298.73,Failed,TRK535936,,
SHIP518761,ORD632702,SND5691,RCV2726,Kolkata,Pune,India Post,Hyderabad Hub,7.66,1961.55,5,4,Delivered,Pune,1360.3,Failed,TRK260155,3,On-time service
SHIP107527,ORD225014,SND5622,RCV4493,Kolkata,Bangalore,FedEx,Chennai Hub,9.6,1683.62,5,7,Lost,Ahmedabad,752.15,Paid,TRK985884,,
SHIP778105,ORD123367,SND1918,RCV7400,Chennai,Mumbai,India Post,Hyderabad Hub,7.47,92.75,7,5,Returned,Kolkata,1577.14,Paid,TRK812605,,
SHIP815126,ORD923875,SND1035,RCV3037,Ahmedabad,Hyderabad,FedEx,Delhi Hub,7.12,1818.83,10,8,In Transit,Pune,1158.97,Failed,TRK320076,,
SHIP582046,ORD441114,SND4774,RCV5606,Ahmedabad,Bangalore,UPS,Hyderabad Hub,14.82,402.52,8,9,Lost,Bangalore,979.19,Paid,TRK956400,,
SHIP950485,ORD662632,SND6906,RCV3392,Ahmedabad,Ahmedabad,India Post,Bangalore Hub,12.53,234.33,6,5,Out for Delivery,Hyderabad,552.62,Paid,TRK705023,,
SHIP377487,ORD444112,SND2321,RCV1242,Hyderabad,Bangalore,Amazon Logistics,Bangalore Hub,15.35,957.47,5,4,Delivered,Bangalore,219.83,Pending,TRK866173,1.3,Late delivery
SHIP738864,ORD267227,SND7593,RCV2074,Chennai,Hyderabad,UPS,Bangalore Hub,13.62,1104.2,3,5,Returned,Hyderabad,1735.62,Paid,TRK395314,,
SHIP701951,ORD736328,SND6419,RCV6060,Bangalore,Delhi,UPS,Hyderabad Hub,12.34,1707.87,3,6,In Transit,Chennai,1831.69,Pending,TRK956357,,
SHIP734436,ORD464234,SND8231,RCV1129,Ahmedabad,Kolkata,India Post,Hyderabad Hub,5.15,636.45,3,2,In Transit,Hyderabad,1800.16,Failed,TRK851729,,
SHIP796859,ORD397600,SND6566,RCV5346,Chennai,Delhi,Blue Dart,Chennai Hub,7.9,840.85,9,7,Lost,Kolkata,1004.9,Paid,TRK698968,,
SHIP536158,ORD164372,SND7011,RCV4323,Bangalore,Kolkata,DTDC,Mumbai Hub,5.98,1094.83,8,7,Returned,Chennai,1275.68,Pending,TRK190153,,
SHIP641237,ORD912989,SND4293,RCV6638,Pune,Ahmedabad,India Post,Delhi Hub,15.21,18.77,10,13,Lost,Hyderabad,1247.92,Paid,TRK533479,,
SHIP383188,ORD847103,SND8243,RCV5209,Bangalore,Chennai,FedEx,Bangalore Hub,13.39,1894.93,7,7,Lost,Bangalore,982.82,Paid,TRK399475,,
SHIP276909,ORD320731,SND7509,RCV4839,Bangalore,Bangalore,Amazon Logistics,Bangalore Hub,14.09,1701.42,7,7,Delivered,Bangalore,1988.18,Pending,TRK606430,4.9,
SHIP928760,ORD796316,SND6634,RCV5302,Kolkata,Hyderabad,Amazon Logistics,Delhi Hub,19.39,617.35,2,3,Delayed,Kolkata,381.85,Failed,TRK550111,,
SHIP771588,ORD988929,SND9847,RCV3758,Delhi,Pune,DTDC,Mumbai Hub,17.38,131.28,3,5,Delayed,Hyderabad,296.22,Paid,TRK567039,,
SHIP940062,ORD937991,SND6627,RCV4581,Pune,Pune,UPS,Bangalore Hub,8.09,1492.28,2,4,In Transit,Hyderabad,105.28,Pending,TRK407816,,
SHIP531287,ORD111870,SND1140,RCV9183,Ahmedabad,Chennai,Amazon Logistics,Kolkata Hub,11.84,266.5,8,9,Delayed,Bangalore,1768.81,Paid,TRK363499,,
SHIP951187,ORD462186,SND6997,RCV4416,Mumbai,Pune,India Post,Hyderabad Hub,8.89,1984.28,1,4,In Transit,Delhi,1474.33,Paid,TRK477583,,
SHIP840080,ORD271510,SND3452,RCV7786,Ahmedabad,Ahmedabad,Amazon Logistics,Bangalore Hub,18.56,333.85,7,6,In Transit,Chennai,1818.77,Pending,TRK720443,,
SHIP500460,ORD453921,SND5074,RCV3394,Pune,Mumbai,India Post,Hyderabad Hub,9.13,1337.41,4,3,Out for Delivery,Hyderabad,1032.8,Failed,TRK189863,,
SHIP580194,ORD762474,SND4007,RCV7017,Delhi,Ahmedabad,DHL,Delhi Hub,2.2,1237.81,2,2,Returned,Delhi,1975.92,Failed,TRK216103,,
SHIP948230,ORD849306,SND7981,RCV4705,Mumbai,Delhi,Blue Dart,Mumbai Hub,17.93,617.64,2,0,Lost,Chennai,1053.36,Pending,TRK948230,,
SHIP876317,ORD496345,SND3890,RCV1112,Kolkata,Mumbai,FedEx,Hyderabad Hub,10.28,1155.17,4,3,Out for Delivery,Hyderabad,150.81,Failed,TRK535799,,
SHIP741491,ORD440038,SND1581,RCV2711,Mumbai,Kolkata,UPS,Kolkata Hub,13.04,249.58,7,8,Lost,Chennai,169.42,Pending,TRK323161,,
SHIP951811,ORD487592,SND1784,RCV5275,Chennai,Kolkata,Blue Dart,Hyderabad Hub,11.39,1763.38,5,3,Out for Delivery,Mumbai,1844.85,Pending,TRK266329,,
SHIP340743,ORD807012,SND9850,RCV4376,Bangalore,Chennai,Amazon Logistics,Bangalore Hub,8.8,1232.73,6,4,Out for Delivery,Bangalore,1152.51,Failed,TRK986303,,
SHIP626385,ORD687150,SND6641,RCV3830,Mumbai,Delhi,India Post,Kolkata Hub,1.84,784.66,4,7,Delivered,Delhi,282.76,Failed,TRK873060,4.8,
SHIP425382,ORD706168,SND8057,RCV9670,Chennai,Bangalore,Blue Dart,Chennai Hub,10.98,1856.97,7,6,Lost,Bangalore,1327.33,Pending,TRK512772,,
SHIP339542,ORD709936,SND6729,RCV8322,Mumbai,Mumbai,Amazon Logistics,Kolkata Hub,3.09,693.55,7,8,Lost,Chennai,1837.73,Paid,TRK301111,,
SHIP351552,ORD309241,SND6027,RCV9816,Ahmedabad,Delhi,FedEx,Chennai Hub,2.24,1082.48,9,9,Lost,Bangalore,1769.88,Failed,TRK338684,,
SHIP625045,ORD123630,SND7208,RCV7006,Chennai,Pune,Blue Dart,Hyderabad Hub,11.56,984.96,4,2,Out for Delivery,Mumbai,1034.71,Failed,TRK494828,,
SHIP650662,ORD910992,SND2428,RCV9256,Ahmedabad,Mumbai,Amazon Logistics,Chennai Hub,10.04,298.85,10,13,Delivered,Mumbai,639.3,Paid,TRK435376,2.2,
SHIP110371,ORD225590,SND5224,RCV8513,Pune,Chennai,India Post,Bangalore Hub,6.3,264.78,7,9,Returned,Pune,788,Failed,TRK388258,,
SHIP481638,ORD571733,SND6191,RCV8487,Bangalore,Kolkata,DTDC,Bangalore Hub,6.8,755.63,2,3,Lost,Kolkata,1688.77,Failed,TRK268257,,
SHIP439222,ORD295825,SND3733,RCV3626,Chennai,Ahmedabad,UPS,Chennai Hub,15.74,231.5,2,4,Delivered,Ahmedabad,1623.89,Paid,TRK917692,1.1,Package damaged
SHIP623587,ORD558992,SND8908,RCV2269,Hyderabad,Delhi,FedEx,Hyderabad Hub,10.01,856.17,9,12,In Transit,Bangalore,1791.4,Pending,TRK957740,,
SHIP402725,ORD423411,SND1763,RCV9788,Hyderabad,Kolkata,FedEx,Hyderabad Hub,11.97,377.26,4,3,Delayed,Mumbai,1496.87,Pending,TRK717689,,
SHIP962425,ORD699974,SND9454,RCV6336,Kolkata,Delhi,DHL,Chennai Hub,1.91,979.04,8,10,Delayed,Hyderabad,1415.81,Pending,TRK639485,,
SHIP387303,ORD552923,SND9321,RCV6169,Mumbai,Pune,Blue Dart,Hyderabad Hub,7.44,681.23,9,11,In Transit,Ahmedabad,1911.01,Paid,TRK436951,,
SHIP452540,ORD732345,SND4959,RCV6974,Ahmedabad,Hyderabad,DHL,Bangalore Hub,12.77,713.86,5,3,Returned,Kolkata,742.35,Paid,TRK742454,,
SHIP624822,ORD656095,SND3082,RCV1888,Delhi,Pune,DTDC,Bangalore Hub,8.42,346.42,8,8,Lost,Mumbai,666.98,Paid,TRK919351,,
SHIP975941,ORD279541,SND8508,RCV3138,Pune,Hyderabad,India Post,Delhi Hub,3.12,1294,5,3,Lost,Delhi,134.39,Pending,TRK592692,,
SHIP187608,ORD232301,SND9998,RCV6157,Delhi,Delhi,UPS,Delhi Hub,19.72,179.63,2,3,Delivered,Delhi,1651,Paid,TRK286378,2.9,Package damaged
SHIP511469,ORD868096,SND5133,RCV5835,Bangalore,Pune,DHL,Hyderabad Hub,13.34,192.62,7,6,Lost,Pune,1511.16,Paid,TRK641953,,
SHIP221954,ORD895129,SND6294,RCV3556,Pune,Ahmedabad,DHL,Mumbai Hub,13.86,1900.76,3,2,Returned,Delhi,201.47,Failed,TRK929046,,
SHIP607145,ORD644760,SND8621,RCV1626,Chennai,Ahmedabad,Amazon Logistics,Delhi Hub,15.96,1124.34,5,8,Out for Delivery,Chennai,1951.08,Paid,TRK976823,,
SHIP363920,ORD116000,SND4457,RCV9423,Ahmedabad,Bangalore,UPS,Hyderabad Hub,9.38,987.06,6,9,In Transit,Ahmedabad,1183.73,Pending,TRK846739,,
SHIP749728,ORD757389,SND7369,RCV1466,Bangalore,Bangalore,Blue Dart,Bangalore Hub,13.32,1830.14,8,8,Delayed,Pune,865.05,Failed,TRK674570,,
SHIP907380,ORD715845,SND2786,RCV9139,Bangalore,Kolkata,India Post,Hyderabad Hub,12.2,1722.07,6,5,Lost,Pune,141.08,Paid,TRK557707,,
SHIP442096,ORD244213,SND2394,RCV4521,Delhi,Pune,UPS,Bangalore Hub,15.21,1091.42,7,6,Delayed,Bangalore,1649.15,Paid,TRK188112,,
SHIP370725,ORD533914,SND5192,RCV7881,Mumbai,Delhi,FedEx,Delhi Hub,5.02,787.02,3,4,Delivered,Delhi,1617.45,Pending,TRK655170,3.3,
SHIP118601,ORD267308,SND7807,RCV8281,Pune,Chennai,DTDC,Delhi Hub,3.16,184.71,4,7,Delayed,Mumbai,1003.78,Paid,TRK558119,,
SHIP209125,ORD609906,SND7399,RCV5924,Mumbai,Pune,Blue Dart,Bangalore Hub,6.46,35.07,7,10,Returned,Hyderabad,690.46,Pending,TRK847826,,
SHIP379135,ORD212776,SND4308,RCV2588,Bangalore,Delhi,India Post,Kolkata Hub,9.14,595.94,5,8,In Transit,Mumbai,934.01,Paid,TRK269564,,
SHIP337815,ORD967088,SND5519,RCV7747,Pune,Mumbai,DHL,Bangalore Hub,1.58,444.65,10,8,Delayed,Chennai,885.94,Paid,TRK152004,,
SHIP744666,ORD357862,SND4211,RCV9564,Delhi,Delhi,Blue Dart,Kolkata Hub,6.23,199.61,8,6,Delivered,Delhi,1554.3,Failed,TRK827381,3.4,Package damaged
SHIP326027,ORD351192,SND5125,RCV6090,Pune,Pune,India Post,Mumbai Hub,6.43,1385.39,10,10,Returned,Bangalore,1502.49,Failed,TRK424466,,
SHIP698547,ORD212581,SND5824,RCV9122,Pune,Hyderabad,India Post,Mumbai Hub,19.17,310.11,7,10,Lost,Hyderabad,884.64,Failed,TRK211460,,
SHIP321079,ORD200123,SND1248,RCV1909,Mumbai,Hyderabad,India Post,Kolkata Hub,9.32,1576.19,7,6,In Transit,Kolkata,1357.92,Pending,TRK390485,,
SHIP278019,ORD241046,SND9653,RCV7150,Delhi,Bangalore,FedEx,Bangalore Hub,16.66,804.15,2,0,In Transit,Pune,1804.02,Failed,TRK298940,,
SHIP381812,ORD390831,SND4771,RCV5467,Kolkata,Chennai,Blue Dart,Chennai Hub,10.91,763.44,2,0,Out for Delivery,Chennai,166.95,Pending,TRK426777,,
SHIP270256,ORD918501,SND2380,RCV4724,Kolkata,Mumbai,DTDC,Delhi Hub,10.71,1012.28,5,7,Lost,Bangalore,594.47,Paid,TRK703017,,
SHIP657793,ORD773400,SND6361,RCV8395,Pune,Bangalore,DTDC,Delhi Hub,13.11,516.86,4,6,Out for Delivery,Mumbai,1288.8,Pending,TRK187159,,
SHIP126140,ORD843527,SND3795,RCV8373,Ahmedabad,Bangalore,India Post,Hyderabad Hub,12.69,154.75,1,0,Out for Delivery,Mumbai,652.29,Paid,TRK268094,,
SHIP834950,ORD424426,SND6353,RCV1094,Ahmedabad,Chennai,Amazon Logistics,Bangalore Hub,19.11,1679.63,8,7,Returned,Mumbai,480.97,Paid,TRK323822,,
SHIP355820,ORD748050,SND6702,RCV2105,Hyderabad,Delhi,DHL,Kolkata Hub,2.87,746.45,10,13,Returned,Mumbai,1634.02,Pending,TRK273276,,
SHIP650817,ORD645185,SND2406,RCV6628,Hyderabad,Delhi,DTDC,Bangalore Hub,17.42,1737.97,9,12,Lost,Ahmedabad,701.28,Failed,TRK174180,,
SHIP878896,ORD106979,SND1500,RCV7819,Mumbai,Ahmedabad,DTDC,Delhi Hub,18.92,850.66,4,4,Out for Delivery,Pune,1814.75,Failed,TRK207939,,
